cod_localidad,id_provincia,id_departamento,Observaciones,categoría,subcategoria,provincia,localidad,nombre,domicilio,piso,código postal,cod_area,número de teléfono,mail,web,Latitud,Longitud,TipoLatitudLongitud,Info_adicional,fuente,jurisdiccion,año_inauguracion,actualizacion
82084070,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arroyo Seco,Museo Público Municipal De Arroyo Seco,9 de Julio y Bv. Mansueto Maiorano (Est. Ferroviaria),s/d,2128,3402.0,426 790,s/d,s/d,-33.158424,-60.510122,Localización precisa,s/d,DNPyM,Municipal,1997,2017
82014020,82,82014,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arteaga,Museo Regional De Arteaga,Estación Ferroviaria,s/d,2187,3467.0,450 252,s/d,s/d,-33.093534,-61.791683,Localización precisa,s/d,DNPyM,Municipal,1997,2017
82105030,82,82105,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Barrancas,Museo Histórico Y De Ciencias Vicente R. Del Pópolo,L. N. Alem 726,s/d,S2246BAL,3466.0,420 205,s/d,s/d,-32.235883,-60.979346,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82014030,82,82014,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Berabevú,Museo Histórico De Berabevú,San Martín 157,s/d,S2639BEA,3465.0,494 225,s/d,s/d,-33.342431,-61.862503,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82014040,82,82014,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Bigand,Museo Histórico Cultural,Ex Estación Ferroviaria,s/d,2177,s/d,s/d,s/d,s/d,-33.378513,-61.185481,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82133010,82,82133,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Calchaquí,Complejo Museológico Privado N. Y A. Rodrigo,"Ruta Nacional Nº 11, Km 673, 2",s/d,3050,3483.0,470 253,s/d,s/d,-29.891279,-60.280489,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82056030,82,82056,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Cañada de Gómez,Museo Histórico Municipal,"Ballesteros 991, Altos del Teatro Verdi",s/d,S2500AZO,3471.0,426 029,s/d,s/d,-32.819095,-61.389942,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82119030,82,82119,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Carcarañá,Museo Regional De Carcarañá El Chingolo,Laprida 676,s/d,S2138BCN,341.0,494 0060,s/d,s/d,-32.857142,-61.150398,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82119030,82,82119,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Carcarañá,Museo De La Ciudad,Roca 1310,s/d,S2138CTD,341.0,494 0060,s/d,s/d,-32.857792,-61.151359,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82126020,82,82126,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Carlos Pellegrini,Museo Histórico Comunal Carlos Pellegrini,Bv. Alsina y Nicolás Lavalle,s/d,2453,3401.0,480 065,s/d,s/d,-32.05509,-61.788921,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82014050,82,82014,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Casilda,Museo Particular De Antropología E Historia Natural Los Desmochados,Remedios de Escalada 1321,s/d,S2170FMM,3464.0,422 362,s/d,s/d,-33.037128,-61.15996,Localización precisa,s/d,DNPyM,Privada,1994,2017
82014050,82,82014,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Casilda,Museo Y Archivo Histórico Municipal Don Santos F. Tosticarelli,Ovidio Lagos 1206,s/d,S2170EYP,3464.0,426 535,gestion@casilda.datacopl.com.ar,s/d,-33.051619,-61.158899,Localización precisa,s/d,DNPyM,Municipal,1959,2017
82035010,82,82035,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Cayasta,Ruinas De Santa Fe La Vieja Y Museo Fundacional Argentina,Ruta Prov. N° 1 Km 78,s/d,3001,3405.0,493 056,s/d,s/d,-31.196898,-60.159302,Localización precisa,s/d,DNPyM,Provincial,s/d,2017
82091060,82,82091,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Ceres,Museo Regional De Ceres,Sarmiento 140,s/d,S2340CWD,3491.0,420 659,s/d,s/d,-29.884814,-61.945202,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82014070,82,82014,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Chañar Ladeado,Museo Comunal De Chañar Ladeado,Italia y Belgrano,s/d,2643,3468.0,482 207,s/d,s/d,-33.32814,-62.040788,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82105090,82,82105,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Coronda,Museo Municipal José Manuel Maciel,Sarmiento y 25 de Mayo,s/d,2240,342.0,491 1370,s/d,s/d,-31.978075,-60.920119,Localización precisa,s/d,DNPyM,Municipal,1982,2017
82056070,82,82056,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Correa,Museo Regional Y Archivo Histórico De Correa,Molina 1461,s/d,S2506AYQ,3471.0,492 128,s/d,s/d,-32.850825,-61.254181,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82126070,82,82126,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,El Trébol,Museo Municipal El Trébol,Avda. Libertad 200,s/d,S2535AJO,3401.0,420 316,s/d,s/d,-32.205447,-61.702865,Localización precisa,s/d,DNPyM,Municipal,1997,2017
82070050,82,82070,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Esperanza,Museo De La Colonización,Lehmann 1566,s/d,S3080INZ,3496.0,427 383,museoesperanza@esperanza.gov.ar,s/d,-31.450512,-60.931525,Localización precisa,s/d,DNPyM,Municipal,1972,2017
82070050,82,82070,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Esperanza,Museo De La Máquina Agrícola,"Maestro Donnet S/N, Parque de la Agricultura",s/d,3080,3496.0,420 09 INT 131,museoesperanza@esperanza.gov.ar,s/d,-31.447261,-60.918438,Localización precisa,s/d,DNPyM,Municipal,1980,2017
82028080,82,82028,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Firmat,Museo Municipal De Firmat,San Martín 1550,s/d,S2630FXX,3465.0,423 520,s/d,s/d,-33.457295,-61.490859,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82070070,82,82070,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Franck,Museo Particular Los Abuelos,Urquiza 2557,s/d,S3009BJA,s/d,s/d,s/d,s/d,-31.586744,-60.939795,Localización precisa,s/d,DNPyM,Privada,1983,2017
82084140,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Funes,Museo Liceo Aeronáutico Militar,Av. Fuerza Aérea 1901,s/d,2132,341.0,493 1278,s/d,s/d,-32.929386,-60.815292,Localización precisa,s/d,DNPyM,Nacional,s/d,2017
82084140,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Funes,Museo Ferroviario Y De La Ciudad De Funes Juan Murray,Tomás de la Torre 1726,s/d,S2132ASB,341.0,493 6013,s/d,s/d,-32.917371,-60.811527,Localización precisa,s/d,DNPyM,Municipal,2007,2017
82105130,82,82105,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Gálvez,Museo Municipal De Artes Visuales Orlando Ruffinengo,Rivadavia 781,s/d,S2252HQE,3404.0,480 870,museoruffinengo@galvez.gov.ar,s/d,-32.029919,-61.219101,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82112050,82,82112,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Gobernador Crespo,Museo Histórico Regional Sebastián J. Puig,Belgrano S/N,s/d,3044,s/d,s/d,s/d,s/d,-30.359457,-60.403877,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82035020,82,82035,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Helvecia,Museo Histórico De Helvecia Doña Eulogia María Encina De Antille,Entre Ríos 807,s/d,S3003ALG,3405.0,470 054,s/d,s/d,-31.101368,-60.088713,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82070100,82,82070,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Humboldt,Museo Histórico De La Colonia Humboldt,Avda. Libertad 2180,s/d,S3081ATO,3496.0,480 247,s/d,s/d,-31.4005,-61.084458,Localización precisa,s/d,DNPyM,Privada,1993,2017
82112060,82,82112,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,La Criolla,Museo Comunal,Nicolás Nitri S/N,s/d,3052,3498.0,495 214,s/d,s/d,-30.228626,-60.366489,Localización precisa,s/d,DNPyM,Comunal,2001,2017
82133090,82,82133,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,La Gallareta,Museo Histórico La Forestal De La Gallareta,Rivadavia S/N,s/d,3057,3483.0,496 125,s/d,s/d,-29.587974,-60.379933,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82091170,82,82091,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Palmeras,Museo Paseo De Los Recuerdos,Paseo de la Estación S/N,s/d,S2326XAD,3409.0,491 009,s/d,s/d,-30.635096,-61.627695,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82007030,82,82007,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Parejas,Museo Y Archivo Del Centenario,Cortada 13 Bis (Entre Calle 11 y Avda. 13),s/d,2505,3471.0,471 666,s/d,s/d,-32.685098,-61.518555,Localización precisa,s/d,DNPyM,Municipal,2001,2017
82007040,82,82007,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Rosas,Museo Criollo Francisco Scutella,Lavalle 956,s/d,S2520BZT,3471.0,452 594,s/d,s/d,-32.476309,-61.585445,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82007040,82,82007,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Rosas,Museo Municipal Centenario,"Bv. Kemmis 1000, Predio Estación Ferrocarril",s/d,S2520AQU,3471.0,452 235,s/d,s/d,-32.480992,-61.574778,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82063090,82,82063,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Llambi Campbell,Museo Del Pueblo,Gral. Urquiza 338,s/d,S3036AJH,3497.0,420 029,s/d,s/d,-31.188705,-60.748465,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82063090,82,82063,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Llambi Campbell,Museo Rio Salado,Zona Rural,s/d,3036,s/d,s/d,s/d,s/d,-31.188705,-60.748465,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82042170,82,82042,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Maggiolo,Museo Dr. Reynaldo Laboureau,Carreras 627,s/d,S2622AEI,3462.0,492 278,s/d,s/d,-33.726809,-62.247803,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82126120,82,82126,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,María Susana,Museo De La Colonia Y Las Comunicaciones De Estación Matilde,Bv. San Martín S/N,s/d,3013,3401.0,467 150,s/d,s/d,-32.267908,-61.900993,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82070150,82,82070,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Matilde,Museo Histórico E Interactivo Del Trigo Al Pan,"Bv. San Martín, Esq. Italia (Estación)",s/d,S3013XAD,342.0,499 3118,s/d,s/d,-31.795648,-60.981788,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82091180,82,82091,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Moisés Ville,Museo Histórico Comunal Y De La Colonización Judía Rabino Aarón Halevi Goldman,25 de Mayo 188,s/d,S2313AAD,3409.0,420 665,museo_mv@interclass.com.ar,www.museomoisesville.com.ar,-30.711537,-61.472049,Localización precisa,s/d,DNPyM,Comunal,1989,2017
82063100,82,82063,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Monte Vera,Museo Histórico Regional,Santiago del Estero 1128,s/d,S3030AUB,342.0,490 4052,s/d,s/d,-31.513628,-60.675977,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82028170,82,82028,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Peyrano,Museo Comunal 30 De Julio,Av. Centenario 1005,s/d,S2113ABG,3460.0,470 101,s/d,s/d,-33.53862,-60.800729,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82084230,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Pueblo Esther,Museo Piedras Blancas,Castelli 1630,s/d,2126,341.0,463 2485,s/d,s/d,-33.066033,-60.583382,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82021310,82,82021,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Privado Polifacético,Urquiza 154,s/d,S2300LND,3492.0,432 451,s/d,s/d,-31.253254,-61.481461,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82021310,82,82021,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Y Biblioteca De La Música Y El Sonido,Av. Hipólito Irigoyen 1653,s/d,S2300MAD,3492.0,432 838,s/d,s/d,-31.277163,-61.497356,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82021310,82,82021,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Colección De Arte Precolombino Arminio Weiss,Bv. Santa Fe y 9 de Julio,s/d,S2300KTA,3492.0,435 050,muhisraf@santafe.com.ar,s/d,-31.2529,-61.4907,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82021310,82,82021,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Histórico Municipal De Rafaela,9 de Julio y Bv. Santa fe,s/d,S2300MHA,3492.0,435 050,s/d,s/d,-31.252793,-61.49064,Localización precisa,s/d,DNPyM,Municipal,1998,2017
82021310,82,82021,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo De La Fotografía Del Foto Cine Club Rafaela,Sarmiento 530,s/d,S2300QVL,3492.0,431 983,muisraf@arnet.com.ar,s/d,-31.2518,-61.4856,Localización precisa,s/d,DNPyM,Municipal,1998,2017
82021310,82,82021,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Municipal De Arte Dr. Urbano Poggi,Sarmiento 530,s/d,S2300QVL,3492.0,431 983,s/d,s/d,-31.2518,-61.4855,Localización precisa,s/d,DNPyM,Municipal,1998,2017
82021310,82,82021,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Municipal Usina Del Pueblo,Av. Santa Fe 1633,s/d,S2300KUD,3492.0,502 016,museousina@rafaela.gov.ar,s/d,-31.2556,-61.4741,Localización precisa,s/d,DNPyM,Municipal,2003,2017
82049180,82,82049,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Reconquista,Museo Municipal De Artes De Reconquista,Patricio Diez 716 (Esq. Obligado),s/d,S3560FUP,3482.0,471 704,s/d,s/d,-29.14436,-59.644757,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82049180,82,82049,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Reconquista,Museo Histórico De La Ciudad De Reconquista,Bv. España y Roca,s/d,3560,3482.0,15 580 877,s/d,s/d,-29.154788,-59.645096,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82049180,82,82049,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Reconquista,Museo Municipal De Arqueología Y Paleontología,Mitre y Olessio S/N,s/d,3560,3482.0,425 117,s/d,s/d,-29.144785,-59.649856,Localización precisa,s/d,DNPyM,Municipal,1970,2017
82098050,82,82098,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Romang,Museo De La Colonización Cuatro Gaspares,"Urquiza S/N, Entre Gaspar Kaufmann y Samuel Sager",s/d,3555,3482.0,496 042,s/d,s/d,-29.504313,-59.748599,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Macro (Museo De Arte Contemporáneo De Rosario),Bv. Oroño y el Río Paraná,s/d,2000,341.0,480 4981,s/d,s/d,-32.930053,-60.650826,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De La Memoria,Av. Aristóbulo del Valle y Callao,s/d,S2000AAT,341.0,480 4511 INT. 231,s/d,s/d,-32.930809,-60.657231,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Ferroviario Mario Mayo,Paraná y 3 de Febrero. Estación Rosario Oeste,s/d,2000,s/d,s/d,s/d,s/d,-32.943427,-60.692571,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Del Correo,Córdoba 721,s/d,S2000AWG,341.0,420 0768,s/d,s/d,-32.947571,-60.633067,Localización precisa,s/d,DNPyM,Mixta: Municipal/Privada,s/d,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Privado El Paraná Y Las Islas,"Estación Fluvial de Rosario, Av. Belgrano y Raúl Domínguez",s/d,2000,341.0,485 5665,s/d,s/d,-32.949208,-60.626489,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De Arte Sacro Eduardo Amanzacio Barnes,Laprida 1235 (Subsuelo del Teatro el Círculo),s/d,S2000CFO,341.0,448 3784,s/d,s/d,-32.952741,-60.635372,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De La Ciudad,"Bv. Oroño 2300, Parque de la Independencia",s/d,2000,341.0,480 8665,s/d,s/d,-32.961241,-60.657803,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Provincial De Ciencias Naturales Dr. Ángel Gallardo,San Lorenzo 1949,s/d,S2000ARY,341.0,472 1449,museogallardo@yahoo.com.ar,s/d,-32.942,-60.6494,Localización precisa,s/d,DNPyM,Provincial,s/d,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Municipal De Bellas Artes Juan B. Castagnino,Avda. Pellegrini 2202,s/d,S2000QDN,341.0,480 2642,info@museocastagnino.org.ar,s/d,-32.9542,-60.6561,Localización precisa,s/d,DNPyM,Municipal,1943,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Histórico Provincial Dr. Julio Marc,Lasaga 1955,s/d,2000,341.0,472 1457,s/d,s/d,-32.955888,-60.659524,Localización precisa,s/d,DNPyM,Provincial,1943,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Municipal De Arte Decorativo Firma Y Odilo Estévez,Santa Fe 748,s/d,S2000ATH,341.0,480 2547,museoestevez@rosario.gov.ar,s/d,-32.9467,-60.6331,Localización precisa,s/d,DNPyM,Municipal,1972,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De Ciencias Morfológicas Dr. Juan Carlos Fajardo.,"Santa Fe 3100, 2 Piso, Ala Oeste, Facultad de Medicina",s/d,S2000KTR,341.0,480 4558,s/d,s/d,-32.93997,-60.66514,Localización precisa,s/d,DNPyM,Nacional,1983,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De La Partitura Histórica,Dorrego 2180,s/d,S2000GEJ,341.0,823 620,s/d,s/d,-32.960827,-60.65342,Localización precisa,s/d,DNPyM,Privada,1987,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Experimental De Ciencias,"Planetario y Observatorio Astronómico, Parque Urquiza",s/d,2000,341.0,480 2533,s/d,s/d,-32.959561,-60.624061,Localización precisa,s/d,DNPyM,Municipal,1987,2017
82084270,82,82084,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De La Memoria,Córdoba 2019,s/d,S2000AXG,341.0,4802 0260,s/d,s/d,-32.944312,-60.650723,Localización precisa,s/d,DNPyM,Municipal,2010,2017
82028180,82,82028,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rueda,Museo Histórico Ferroviario Escribano Alfredo Rueda,Gral. San Martin y J.J.Urquiza,s/d,S2109XAA,3400.0,496 020,comunarueda@arnet.com.ar,www.primaverasobrerueda.com.ar,-33.338253,-60.460867,Localización precisa,s/d,DNPyM,Municipal,1999,2017
82042220,82,82042,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rufino,Museo Y Archivo Histórico Municipal De Rufino,Santa Fe 159,s/d,S6100FOC,3382.0,421 256,s/d,s/d,-34.261948,-62.719142,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82070220,82,82070,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Agustín,Museo Histórico Regional De San Agustín,"25 de Mayo 1601, Zona Rural",s/d,3017,342.0,490 7021,s/d,s/d,-31.687212,-60.941298,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82049190,82,82049,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Antonio de Obligado,Museo Histórico Y Religioso Fray Hermete Constanzi,Calle Nº 8 (Al Lado de la Iglesia),s/d,S3587XAA,s/d,s/d,s/d,s/d,-28.384855,-59.264588,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82070230,82,82070,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Carlos Centro,Museo Histórico De La Colonia San Carlos,San Martín 550,s/d,S3013CQS,3404.0,422 047,s/d,s/d,-32.941927,-60.674136,Localización precisa,s/d,DNPyM,Municipal,1978,2017
82070240,82,82070,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Carlos Norte,Museo Pedroniano,Fermín Laprade 420,s/d,S3010AIJ,3404.0,456 137,s/d,s/d,-31.674063,-61.074435,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82091220,82,82091,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Cristóbal,Museo Histórico Municipal De San Cristóbal,J. M. Bullo 1425,s/d,S3070DRK,3408.0,423 110,s/d,s/d,-30.314156,-61.238622,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82091220,82,82091,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Cristóbal,Museo De Ciencias Naturales Del Departamento San Cristóbal,Hipólito Irigoyen y Dr. Gerónimo Lassaga,s/d,3070,3408.0,422 123 INT. 126,s/d,s/d,-30.314156,-61.238622,Localización precisa,s/d,DNPyM,Privada,1985,2017
82091230,82,82091,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Guillermo,Museo Comunal Regional De San Guillermo,Independencia S/N,s/d,2347,3562.0,466 881,s/d,s/d,-30.362675,-61.917792,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82098060,82,82098,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Javier,Museo Batalla Del Mbororé,Plaza de los Jesuitas,s/d,3357,3754.0,482 488,s/d,s/d,-27.867845,-55.134817,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82098060,82,82098,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Javier,Museo San Francisco Javier,"9 de Julio 873, Esquina Alvear",s/d,S3005ABE,3405.0,424 254,s/d,s/d,-30.584667,-59.931401,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82070260,82,82070,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Jerónimo del Sauce,Museo Pbro. Guillermo Lagger,Santa Fe 689,s/d,S3012APK,3404.0,495 060,s/d,s/d,-31.609469,-61.140968,Localización precisa,s/d,DNPyM,Privada,1987,2017
82070270,82,82070,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Jerónimo Norte,Museo Histórico Lorenzo Bodenmann,Guillermo Tell 790,s/d,S3015AVP,3404.0,460 251,s/d,s/d,-31.556973,-61.078495,Localización precisa,s/d,DNPyM,Comunal,s/d,2017
82126140,82,82126,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Jorge,Museo Aurelio Genovese,Av. 25 de Mayo 810,s/d,S2452AYU,3406.0,407 430,s/d,s/d,-31.90233,-61.855598,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82126140,82,82126,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Jorge,Museo De La Ciudad,Bv. 25 de Mayo 810,s/d,S2452AYU,3406.0,441 557,s/d,s/d,-31.90233,-61.855598,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82014120,82,82014,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San José de la Esquina,Museo Comunal Guardia De La Esquina,Rivadavia 434,s/d,S2185CKJ,3467.0,461 015,s/d,s/d,-33.111199,-61.703568,Localización precisa,s/d,DNPyM,Municipal,1972,2017
82063160,82,82063,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San José del Rincón,Museo Regional Y Tradicional De La Costa,San Martín 1401,s/d,S3089BDI,342.0,970 416,s/d,s/d,-31.6058,-60.568,Localización precisa,s/d,DNPyM,Comunal,1980,2017
82119130,82,82119,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,San Lorenzo,Museo Histórico Conventual San Carlos,Belgrano 430,s/d,S2200CNH,3476.0,424 774,s/d,s/d,-32.7469,-60.7312,Localización precisa,s/d,DNPyM,Privada,1949,2017
82021350,82,82021,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Santa Clara de Saguier,Museo Rafael Escriña,Av. Sarmiento S/N,s/d,2405,s/d,s/d,s/d,s/d,-31.339802,-61.818148,Localización precisa,s/d,DNPyM,s/d,s/d,2017
82063170,82,82063,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Santa Fe,Observatorio Astronómico Code - Centro De Observaciones Del Espacio De Santa Fe,Av. Almirante Brown 4998 (Costanera),s/d,S3002GVP,342.0,455 0608,s/d,s/d,-31.626196,-60.678816,Localización precisa,s/d,DNPyM,Privada,s/d,2017
82063170,82,82063,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Santa Fe,Museo De Arte Contemporáneo - Mac,Bv. Gálvez 1578,s/d,S3000ACU,342.0,457 5103,s/d,s/d,-31.637801,-60.691936,Localización precisa,s/d,DNPyM,Nacional,s/d,2017
82063170,82,82063,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Santa Fe,Museo Ferroviario,San Luis 2950,s/d,S3000GBJ,342.0,469 3217,s/d,s/d,-31.642495,-60.701779,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
82063170,82,82063,s/d,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Santa Fe,Museo De La Cervecería Santa Fe,Calchines 1401,s/d,S3000AYG,342.0,450 2234,s/d,s/d,-31.643039,-60.691559,Localización precisa,s/d,DNPyM,Privada,s/d,2017
